label,text,title
So disappointed,I was so disappointed in this book. I thought due to the reviews I read that this book would be uplifting and inspirational. It was just disappointing and depressing. You could feel the authors pain in every chapter. It felt like it was randomly put together and had no cohesiveness. It basically felt like the author was just randomly putting together depressing observations and conclusions of his life experiences. I would not recommend this book to anyone and feel sorry of the author's pain.,
Excellent,"I really enjoy this book, it's the modern day version of Cinderella. I couldn't put the book down for a minute, it had me staying up in the night reading it. It's page turner.",
"this is the ""dark side of the moon"" for the new millenium","This is quite possibly one of the greatest CD's ive ever listened to, and trust me, i work in a radio station, i know. Radiohead is the Pink Floyd of the modern era.",
Excellent overview of what makes advertising work,I am an accountant by trade who has recently taken on a volunteer advertising position. I found the book very informative in that it offered good common sensne to advertising. The conclusions were supported by research from all over the world. I will be reading it again.,
Uncommon Common Sense,"Excellent book. I, like Dershowitz, am a committed leftie. And I hope that I, like Dershowitz, am sufficiently engaged with the real work to recognize that difficult problems require difficult solutions. It's very easy to criticise this book, but close to impossible to improve upon it--at least while remaining in the real world, which really exists and demands real tough choices.Very highly recommended. Thanks, Alan, for writing it.",
Used to be a big advocate,I used to be a huge advocate for this company. In the last two years I have purchased 3 discovery robots and a Scooba robot. The Scooba robot is still under warranty and hasn't worked properly since I purchased it. The other 3 Discoveries are all currently broken. IRobot has no repair center after your one year warranty. You can't send it somewhere and pay to have it fixed. IRobot's only solution is to offer you a new robot for $98 with a two month warranty. 2 of my 3 robots were replaced at least once during their 1 year warranty and 1 was replaced twice. I would never spend an additional $98 for a new robot when I know chances are it will break within 4 months of owning it. Who ever heard of a company not having a repair option? Especially when the product costs over $250!,
Meaningless,"Perhaps this book requires a re-read, but I found this novel to be full of meaningless drivel. The characters to me were uninspiring, there was not enough real heartache that you felt. The characters were simply underdeveloped. The plot with St. John seemed uterally meaningless to me.This is one of my least favourite books-- there was no substance, no overwhelming theme. Nothing to be learned from this book.",
Blu Ray Rip Off!!!!!!!!!,Unbelievable!!!! Picture is subpar. Soundtrack is a meager 2.0. To top it off trailer is only supplement. Will be asking for refund. Download instead.,
Does not stay up,"The support is great but after wearing them once, its difficult to get them to stay up. I followed all the directions on how to clean, avoid lotions etc and STILL the product will not stay in place. The pair of hose became a ONE TIME USE only product.",
Hard To Find? Maybe.,"I bought this one mainly to get ""Statue Of A Fool"" and ""Fraulein"", which are somewhat hard to come by. Time Life has more money than God, and I'm sure that comes in handly when it comes time to license this tuff. Sound quality is excellent throughout. But really, does anyone believe that Jimmie Rodgers' ""Kisses Sweeter Than Wine"" is hard to find??",
